Fecha,Hora,Usuario,Archivo_Imagen,Etiqueta,mean_h,mean_s,mean_v,std_v,mean_a,mean_b,std_l,skew_v,v_95
20/01/2026,00-55-33-971,victor,img_victor_artificial_00-55-33-971.jpg,artificial,65.12085503472223,159.2490744357639,26.58819552951389,27.35401337898084,1.9822384982638823,3.8681716579861245,24.754919024001012,2.680676339776331,77.0
20/01/2026,00-55-34-220,victor,img_victor_artificial_00-55-34-220.jpg,artificial,133.80737630208333,134.0446484375,92.99634114583333,52.95475925175561,4.829100477430558,6.6543511284722285,51.86258980391874,0.7380590880850638,186.0
20/01/2026,00-55-34-454,victor,img_victor_artificial_00-55-34-454.jpg,artificial,132.99381944444445,133.46763671875,93.50875108506945,52.98665982268592,5.324479166666663,6.799557291666673,51.839064647722466,0.7269094394136952,186.0
20/01/2026,00-55-34-653,victor,img_victor_artificial_00-55-34-653.jpg,artificial,132.53631510416668,134.15849283854166,93.67280707465278,52.90275275282054,5.539250217013887,6.957067057291653,51.81018610327321,0.7262304008238801,186.0
20/01/2026,00-55-34-871,victor,img_victor_artificial_00-55-34-871.jpg,artificial,132.7257769097222,139.44669487847221,93.00373697916666,52.85165111863149,4.524478081597209,7.140103081597232,51.71721392639529,0.7465360923073374,186.0
20/01/2026,00-55-35-078,victor,img_victor_artificial_00-55-35-078.jpg,artificial,120.58778862847223,137.11394639756944,93.58974175347223,53.51635363269726,6.59420355902779,8.671843532986117,52.00753768286521,0.6816745871929151,186.0
20/01/2026,00-55-35-272,victor,img_victor_artificial_00-55-35-272.jpg,artificial,120.14005208333333,137.67786675347222,93.678525390625,53.42136006864865,6.032662760416656,8.914903428819457,51.87589683077323,0.6841981042298017,186.0
20/01/2026,00-55-35-503,victor,img_victor_artificial_00-55-35-503.jpg,artificial,131.41948133680555,133.8819921875,94.03470703125,53.04536582353387,5.950934244791654,7.181664496527787,51.84983662116757,0.7179171920337167,187.0
20/01/2026,00-55-35-749,victor,img_victor_artificial_00-55-35-749.jpg,artificial,130.3715625,133.42259765625,94.06145616319445,53.21545729405136,6.07053710937501,7.420904947916654,51.92321435273455,0.715663301087894,187.0
20/01/2026,00-55-35-971,victor,img_victor_artificial_00-55-35-971.jpg,artificial,127.19985026041667,132.65788519965278,93.90785698784723,53.409847157028864,6.133321397569432,7.969966362847231,51.87350701812598,0.6969307843590387,187.0
20/01/2026,00-55-36-194,victor,img_victor_artificial_00-55-36-194.jpg,artificial,125.88055772569444,133.63799696180556,93.94848958333333,53.475604213346934,6.139041883680562,8.20910373263888,51.904699684054584,0.6924069701014114,187.0
20/01/2026,00-55-36-392,victor,img_victor_artificial_00-55-36-392.jpg,artificial,125.43555121527778,134.04302408854167,93.882763671875,53.52739810889653,6.189847005208321,8.272898220486098,51.943359291082665,0.695942993714505,187.0
20/01/2026,00-55-36-615,victor,img_victor_artificial_00-55-36-615.jpg,artificial,126.07243923611111,134.87606119791667,93.55038628472222,53.413830875942985,6.148856336805551,8.124310980902777,51.87355183556454,0.7186841606351662,187.0
20/01/2026,00-55-36-824,victor,img_victor_artificial_00-55-36-824.jpg,artificial,126.03740668402777,135.07330403645832,93.35195638020834,53.376155430147904,6.141513671875003,8.086322699652783,51.82420990878656,0.730220704564819,187.0
20/01/2026,00-55-37-095,victor,img_victor_artificial_00-55-37-095.jpg,artificial,124.56504557291667,135.98625325520834,93.34033311631944,53.237345416769706,6.222699652777777,8.316806640625003,51.5231480462263,0.7290357984849021,187.0
20/01/2026,00-55-37-281,victor,img_victor_artificial_00-55-37-281.jpg,artificial,124.6025,135.93797960069443,93.51683268229166,53.24400711332425,6.219108072916669,8.360543619791656,51.53328332993911,0.727665167404627,187.0
20/01/2026,00-55-37-478,victor,img_victor_artificial_00-55-37-478.jpg,artificial,125.20301866319444,135.4020876736111,93.51785481770834,53.11444386747655,6.173315972222213,8.249568142361113,51.39397813851208,0.724851332163019,187.0
20/01/2026,00-55-37-700,victor,img_victor_artificial_00-55-37-700.jpg,artificial,126.21712890625,133.2176052517361,93.78434027777777,53.23353424268901,6.136463758680549,8.04889322916668,51.595404533043045,0.7296488061682842,188.0
20/01/2026,00-55-37-934,victor,img_victor_artificial_00-55-37-934.jpg,artificial,126.51544487847222,132.32787217881943,94.36138888888888,53.32698952406239,6.110784505208329,7.838608940972222,51.86880103971605,0.7010494604799352,188.0
20/01/2026,00-55-38-181,victor,img_victor_artificial_00-55-38-181.jpg,artificial,126.05686631944444,132.20502387152777,94.68226345486111,53.30777899832642,6.0709407552083405,7.860173611111122,51.83659959806313,0.6845413466477047,188.0
20/01/2026,00-55-38-408,victor,img_victor_artificial_00-55-38-408.jpg,artificial,125.59259331597222,131.3673459201389,94.54849283854166,53.29930792077417,6.065544704861111,7.756531032986118,51.92788963270539,0.6875027733652574,187.0
20/01/2026,00-55-38-643,victor,img_victor_artificial_00-55-38-643.jpg,artificial,126.25371310763889,131.2491872829861,94.55879774305555,53.2535885538907,6.034984809027776,7.68819227430555,51.94451987510113,0.689666504805152,187.0
20/01/2026,00-55-38-890,victor,img_victor_artificial_00-55-38-890.jpg,artificial,125.77366102430555,131.82283311631946,94.345478515625,53.21623563842204,6.146667751736118,7.715614149305566,51.959019826009865,0.7059708022695986,187.0
20/01/2026,00-55-39-134,victor,img_victor_artificial_00-55-39-134.jpg,artificial,126.91287543402778,132.16611436631945,93.62681640625,53.40217381780597,6.192825520833338,7.711487630208325,52.120423316872696,0.728757493621069,188.0
20/01/2026,00-55-39-328,victor,img_victor_artificial_00-55-39-328.jpg,artificial,125.14247395833333,132.85913194444444,93.46671332465277,53.736486722509994,6.227772352430549,8.230383029513888,52.17406335973167,0.7222571346652529,188.0
20/01/2026,00-55-39-564,victor,img_victor_artificial_00-55-39-564.jpg,artificial,123.79891927083334,133.212265625,93.59109700520834,53.692498352069926,6.2219184027777885,8.429628906250002,52.07929923536281,0.7104671715189816,188.0
20/01/2026,00-55-39-783,victor,img_victor_artificial_00-55-39-783.jpg,artificial,122.51299696180556,133.3142035590278,94.59070963541667,53.654034191692354,6.046562499999993,8.550724826388887,52.06412245704502,0.6690328895662828,188.0
20/01/2026,00-55-40-016,victor,img_victor_artificial_00-55-40-016.jpg,artificial,122.65026909722222,132.83919487847223,94.91938042534723,53.50462105081648,5.862280815972213,8.4388302951389,51.95970026098524,0.6646032124099465,188.0
20/01/2026,00-55-40-260,victor,img_victor_artificial_00-55-40-260.jpg,artificial,123.86584852430556,132.47416449652778,94.50956380208333,53.54284805060799,5.753908420138885,8.231710069444432,52.068184988923356,0.6843503551262234,188.0
20/01/2026,00-55-40-509,victor,img_victor_artificial_00-55-40-509.jpg,artificial,119.24030381944445,124.78418294270833,106.11717339409722,53.084067582620314,6.30796115451389,8.64967773437499,49.775553504331015,0.48992838005736233,205.0
20/01/2026,00-55-40-734,victor,img_victor_artificial_00-55-40-734.jpg,artificial,113.20703776041667,109.5039963107639,133.4328396267361,63.08876852401404,8.577550998263888,10.4661740451389,57.61598988884349,0.10390414077062472,251.0
20/01/2026,00-55-40-936,victor,img_victor_artificial_00-55-40-936.jpg,artificial,115.83488932291667,112.355498046875,127.35497395833333,62.42370753636898,8.116059027777766,9.813821614583333,56.761038084564476,0.1534950892687689,242.0
20/01/2026,00-55-41-157,victor,img_victor_artificial_00-55-41-157.jpg,artificial,114.03180121527778,112.92261827256945,126.96419270833333,61.72338920995474,8.058247612847225,10.025877821180558,56.16080017040646,0.14464972581087576,240.0
20/01/2026,00-55-41-356,victor,img_victor_artificial_00-55-41-356.jpg,artificial,106.13071397569445,116.58042209201389,125.01338541666667,60.604054916369364,8.751344401041678,11.000438368055569,55.30548106569724,0.159788775049911,237.0
20/01/2026,00-55-41-550,victor,img_victor_artificial_00-55-41-550.jpg,artificial,107.39081597222223,116.16475260416667,125.15466796875,60.96183651607941,8.47064778645833,10.916269531250009,55.58552654137867,0.1849581443113669,239.0
20/01/2026,00-55-41-774,victor,img_victor_artificial_00-55-41-774.jpg,artificial,105.85309678819445,115.06008680555556,125.20783094618055,62.79117817774128,8.384862196180563,10.900349392361107,57.152272111884386,0.20166156899405419,243.0
20/01/2026,00-55-41-995,victor,img_victor_artificial_00-55-41-995.jpg,artificial,106.39021050347222,114.64952582465278,125.1803298611111,63.53708694749183,8.303859592013879,10.813959418402789,57.86727457737963,0.21506641095898857,245.0
20/01/2026,00-55-42-203,victor,img_victor_artificial_00-55-42-203.jpg,artificial,110.95459418402778,116.40308051215278,122.79870551215278,64.0823091346389,7.538621961805546,10.43204427083333,58.251783634867635,0.24808815651137683,244.0
20/01/2026,00-55-42-429,victor,img_victor_artificial_00-55-42-429.jpg,artificial,110.71896701388889,116.21886067708333,122.93668294270833,64.30903799547448,7.6024717881944355,10.45000651041667,58.52003654873423,0.2515104164762161,245.0
20/01/2026,00-55-42-683,victor,img_victor_artificial_00-55-42-683.jpg,artificial,109.87378689236111,116.10094618055555,123.07227105034723,64.51482636196947,7.5914615885416765,10.480307074652785,58.71987305232605,0.2555146303651266,246.0
20/01/2026,00-55-42-884,victor,img_victor_artificial_00-55-42-884.jpg,artificial,109.97738932291666,115.6520876736111,123.11646267361111,64.72317095384507,7.571474609375002,10.483656684027778,58.91823292197819,0.25741244052298085,247.0
20/01/2026,00-55-43-105,victor,img_victor_artificial_00-55-43-105.jpg,artificial,109.51610894097222,116.179443359375,123.1129177517361,64.63270913458706,7.595291883680545,10.527909071180545,58.81753557098417,0.25796912217149354,247.0
20/01/2026,00-55-43-322,victor,img_victor_artificial_00-55-43-322.jpg,artificial,109.00957248263889,115.60087022569445,122.87162760416666,64.23854482126508,7.880314670138887,10.886959635416673,58.698554434928994,0.2508458287557739,247.0
20/01/2026,00-55-43-549,victor,img_victor_artificial_00-55-43-549.jpg,artificial,107.28773654513888,115.04398328993055,122.32584092881945,63.49813133424356,8.578103298611097,11.88690321180556,58.58835678843723,0.2383530895705869,247.0
20/01/2026,00-55-43-747,victor,img_victor_artificial_00-55-43-747.jpg,artificial,108.39033203125,114.64398003472222,121.77468424479167,63.316155307772945,8.440353732638897,11.649002821180545,58.3772886408374,0.24196128370857167,246.0
20/01/2026,00-55-43-944,victor,img_victor_artificial_00-55-43-944.jpg,artificial,111.51289713541667,116.05936631944445,117.74187717013889,61.56035756805501,8.031975911458346,11.035523003472235,56.38827771749686,0.27861503471147075,239.0
20/01/2026,00-55-44-149,victor,img_victor_artificial_00-55-44-149.jpg,artificial,112.85487630208333,115.43306532118055,117.77111328125,61.56398501961175,8.063135850694437,10.73453450520833,56.33742006116051,0.277188882631781,239.0
20/01/2026,00-55-44-351,victor,img_victor_artificial_00-55-44-351.jpg,artificial,113.42908637152777,115.55073676215278,117.90095160590278,61.49223526070862,8.073608940972235,10.605519748263902,56.216578969272355,0.2728086739793719,239.0
20/01/2026,00-55-44-540,victor,img_victor_artificial_00-55-44-540.jpg,artificial,115.46301215277778,115.08977430555555,117.955498046875,60.685668007176204,8.124838324652785,10.246183810763881,55.48222464455515,0.25643138985061875,237.0
20/01/2026,00-55-44-753,victor,img_victor_artificial_00-55-44-753.jpg,artificial,116.97746744791667,115.02026584201388,117.793671875,59.887667580095325,8.210416666666674,10.058865017361114,54.7517657925847,0.24534008769658439,234.0
20/01/2026,00-55-44-940,victor,img_victor_artificial_00-55-44-940.jpg,artificial,117.18398871527778,115.36405815972222,117.75412977430555,59.18672249652559,8.308295355902771,10.036049262152773,54.1404171674915,0.24359730447155453,233.0
20/01/2026,00-55-45-172,victor,img_victor_artificial_00-55-45-172.jpg,artificial,116.33973741319444,117.04229600694444,117.61046440972223,57.77828163647811,8.531417100694455,10.256376953124999,52.973315156466484,0.2346444254520412,229.0
20/01/2026,00-55-45-400,victor,img_victor_artificial_00-55-45-400.jpg,artificial,116.1292751736111,118.26509982638889,117.32268446180555,57.183195232624186,8.58172309027779,10.32677951388888,52.555280597662716,0.2301822449716474,227.0
20/01/2026,00-55-45-621,victor,img_victor_artificial_00-55-45-621.jpg,artificial,115.89082682291667,118.76120768229167,117.16084852430555,57.049956959876454,8.652825520833346,10.433745659722234,52.490388325124584,0.22915027866142082,227.0
20/01/2026,00-55-45-822,victor,img_victor_artificial_00-55-45-822.jpg,artificial,115.9361892361111,118.61219184027777,117.02522677951389,57.05270702239775,8.665634765624986,10.423157552083325,52.51069769086787,0.23131248934623413,227.0
20/01/2026,00-55-46-004,victor,img_victor_artificial_00-55-46-004.jpg,artificial,115.03810112847222,118.80453016493055,116.91330837673611,57.01170584803687,8.590139973958344,10.484064670138878,52.5129082072724,0.23575684617904796,227.0
20/01/2026,00-55-46-166,victor,img_victor_artificial_00-55-46-166.jpg,artificial,115.12201605902777,118.888427734375,117.00098958333334,56.989817266106385,8.601261935763887,10.523846571180542,52.53307076992308,0.23906782296083692,227.0
20/01/2026,00-55-46-317,victor,img_victor_artificial_00-55-46-317.jpg,artificial,114.47172309027778,118.98618489583333,117.208857421875,57.06162455494847,8.642081163194433,10.509598524305545,52.55552810662303,0.23995037494449567,227.0
20/01/2026,00-55-46-462,victor,img_victor_artificial_00-55-46-462.jpg,artificial,115.05040147569444,118.67738064236111,117.29368272569444,57.074698313023106,8.588664279513893,10.464504123263879,52.55565193161052,0.23991682247907745,228.0
20/01/2026,00-55-46-615,victor,img_victor_artificial_00-55-46-615.jpg,artificial,114.93027777777777,118.58584309895834,117.24193467881945,57.07397558211918,8.560769314236097,10.476599392361123,52.554198884279906,0.2410565483650441,228.0
20/01/2026,00-55-46-769,victor,img_victor_artificial_00-55-46-769.jpg,artificial,115.43400607638888,118.612939453125,117.253837890625,57.12123345424155,8.518440755208331,10.422615017361125,52.57217419904185,0.24212533008472806,228.0
20/01/2026,00-55-46-928,victor,img_victor_artificial_00-55-46-928.jpg,artificial,115.56495659722222,118.55232638888889,117.30669270833333,57.14128604689491,8.540757378472222,10.415705295138878,52.5915751646503,0.23928867692715458,228.0
20/01/2026,00-55-47-102,victor,img_victor_artificial_00-55-47-102.jpg,artificial,115.92907769097222,118.30053385416667,117.22042317708333,57.130641805142105,8.497521701388877,10.372152777777785,52.58288784143732,0.24040594935620288,228.0
20/01/2026,00-55-49-687,victor,img_victor_artificial_00-55-49-687.jpg,artificial,116.24979166666667,117.46901801215277,116.46055772569444,57.9109327597914,8.38064019097223,10.228627387152784,53.21880888043502,0.2515278081763728,230.0
20/01/2026,00-55-49-840,victor,img_victor_artificial_00-55-49-840.jpg,artificial,115.99297743055556,117.63045464409723,116.33636935763889,57.86313518451049,8.326376953124992,10.196217447916666,53.20984482185548,0.2515401809741117,230.0
20/01/2026,00-55-50-003,victor,img_victor_artificial_00-55-50-003.jpg,artificial,116.453203125,117.52845811631944,116.38269639756945,57.884163997485295,8.289758029513877,10.104871961805543,53.230905883700764,0.2518964182302774,229.0
20/01/2026,00-55-50-147,victor,img_victor_artificial_00-55-50-147.jpg,artificial,117.13273220486111,117.46252604166666,116.26653645833333,57.92472019456341,8.297721354166669,10.099746093750014,53.26024594229658,0.2513238178711688,229.0
20/01/2026,00-55-50-318,victor,img_victor_artificial_00-55-50-318.jpg,artificial,116.30042534722222,117.37586805555556,116.356123046875,57.911100061731354,8.278880208333334,10.096978081597229,53.24975378892095,0.2515908522850581,230.0
20/01/2026,00-55-51-728,victor,img_victor_artificial_00-55-51-728.jpg,artificial,117.6369140625,117.10518229166667,116.60443793402777,58.03562890954374,8.334530164930555,9.982126736111098,53.279924244252456,0.24807948446411204,230.0
20/01/2026,00-55-51-883,victor,img_victor_artificial_00-55-51-883.jpg,artificial,117.6403125,117.12905056423611,116.64976019965277,58.03126812068732,8.345820312499995,9.989154730902783,53.28900668954081,0.2467271954750473,230.0
20/01/2026,00-55-52-037,victor,img_victor_artificial_00-55-52-037.jpg,artificial,118.16170789930555,117.13327473958333,116.64630533854167,58.050160105184005,8.382598741319441,9.945583767361114,53.28172646700102,0.24630992316687444,230.0
20/01/2026,00-55-52-192,victor,img_victor_artificial_00-55-52-192.jpg,artificial,117.60809027777778,117.19147352430555,116.68246961805555,57.886591366626696,8.402052951388896,9.967263454861097,53.17946375114272,0.24584046291627176,230.0
20/01/2026,00-55-52-355,victor,img_victor_artificial_00-55-52-355.jpg,artificial,117.40498697916667,117.44331380208334,116.74354817708333,57.598081322608785,8.44706163194445,10.04750759548611,52.90179251183071,0.23977465150408567,228.0
20/01/2026,00-55-52-522,victor,img_victor_artificial_00-55-52-522.jpg,artificial,116.53009765625,118.00210286458334,116.75351236979166,57.27232698324371,8.475920138888881,10.191016710069448,52.64046001109967,0.23715989950097127,227.0
20/01/2026,00-55-52-689,victor,img_victor_artificial_00-55-52-689.jpg,artificial,115.77220052083334,118.45101019965277,116.74668728298612,57.221330142255496,8.459384765625003,10.281765407986114,52.61532576497173,0.24261273888737736,227.0
20/01/2026,00-55-52-851,victor,img_victor_artificial_00-55-52-851.jpg,artificial,115.2724609375,118.69004448784722,116.76441514756945,57.31568401880004,8.451526692708342,10.380643446180557,52.66294223701355,0.24359608688551676,227.0
20/01/2026,00-55-53-019,victor,img_victor_artificial_00-55-53-019.jpg,artificial,114.86393880208334,119.03569010416666,116.76139865451388,57.26031342614258,8.41821723090277,10.398383246527771,52.65404540648741,0.24291192963901656,227.0
20/01/2026,00-55-53-175,victor,img_victor_artificial_00-55-53-175.jpg,artificial,115.20283854166667,119.09858506944444,116.666611328125,57.28808957580277,8.396049262152786,10.345287543402776,52.67435127770715,0.24284097986901454,227.0
20/01/2026,00-55-53-350,victor,img_victor_artificial_00-55-53-350.jpg,artificial,116.1052712673611,119.041376953125,116.697900390625,57.20723086627056,8.311704644097233,10.289691840277783,52.61578915396655,0.24233026968498833,227.0
20/01/2026,00-55-53-512,victor,img_victor_artificial_00-55-53-512.jpg,artificial,116.40155381944444,118.28981011284722,116.64022352430555,57.4614257774778,8.271878255208321,10.197849392361121,52.84424687069786,0.24320584815830298,228.0
20/01/2026,00-55-53-675,victor,img_victor_artificial_00-55-53-675.jpg,artificial,116.58733289930555,118.08353515625,116.62913194444444,57.80062222451952,8.2386892361111,10.167651909722224,53.15499755294136,0.24889621037784102,230.0
