Fecha,Hora,Usuario,Archivo_Imagen,Etiqueta,mean_h,mean_s,mean_v,std_v,mean_a,mean_b,std_l,skew_v,v_95,Etiqueta_cod,Usuario_cod,v_range,h_s_product,v_skew_abs
20/01/2026,00-09-53-421,victor,img_victor_artificial_00-09-53-421.jpg,artificial,-0.9488885123198249,0.9672138223686946,-0.6851624004656203,0.6229086618973004,-0.7246709891947586,0.8222090838127303,0.6917313163416582,0.2506500043818918,0.0100522061885964,0,1,0.6952146066542166,-0.9177780850026019,0.2506500043818918
20/01/2026,00-10-02-011,victor,img_victor_artificial_00-10-02-011.jpg,artificial,-0.359064956449405,-0.0577673858755462,0.5107118887227531,0.8874048962555853,1.0271223670700549,1.1418681649596087,0.8406403638655264,-0.525433065697733,0.7418287550151531,0,1,0.23111686629240002,0.02074224389359897,0.525433065697733
20/01/2026,00-10-02-166,victor,img_victor_artificial_00-10-02-166.jpg,artificial,-0.3707835122317741,-0.0324912068254662,0.5108658352002445,0.8675943061193852,1.0357881800588804,1.1531508296906698,0.8124872038741131,-0.5312686106336362,0.706982252690079,0,1,0.19611641748983444,0.012047203783395348,0.5312686106336362
20/01/2026,00-10-02-338,victor,img_victor_artificial_00-10-02-338.jpg,artificial,-0.3758642849469638,-0.0311767888707395,0.5073470726948773,0.8549296036415758,1.038975478759186,1.1622640351671771,0.7932142797039968,-0.5353954587115203,0.6837512511400295,0,1,0.17640417844515222,0.01171824145584296,0.5353954587115203
20/01/2026,00-10-02-508,victor,img_victor_artificial_00-10-02-508.jpg,artificial,-0.3836294142912178,-0.0360672006654615,0.5050083556133028,0.8492962207707955,1.0371249104747944,1.1790276819306895,0.7918108826738879,-0.5347930006159977,0.6837512511400295,0,1,0.17874289552672673,0.013836439066414815,0.5347930006159977
20/01/2026,00-10-02-663,victor,img_victor_artificial_00-10-02-663.jpg,artificial,-0.3852463907167811,-0.0412233727421426,0.5042652168570066,0.8525484289531046,1.0375728267045408,1.1774374449943934,0.7930999869996725,-0.5357633207977929,0.6837512511400295,0,1,0.1794860342830229,0.01588115556208297,0.5357633207977929
20/01/2026,00-10-02-834,victor,img_victor_artificial_00-10-02-834.jpg,artificial,-0.3774922365955419,-0.0388461360841407,0.502850554312495,0.8529785167486349,1.0169185496124518,1.1725834443002623,0.7786933266042754,-0.5429555021786008,0.6489047488149554,0,1,0.14605419450246038,0.014664114793497057,0.5429555021786008
20/01/2026,00-10-03-003,victor,img_victor_artificial_00-10-03-003.jpg,artificial,-0.387104344865063,-0.0477492723482011,0.5072782851537533,0.894798516841604,0.9941121691355804,1.173340667024228,0.8117632356909812,-0.5397045419943567,0.6721357503650048,0,1,0.16485746521125155,0.018483950790133857,0.5397045419943567
20/01/2026,00-10-03-174,victor,img_victor_artificial_00-10-03-174.jpg,artificial,-0.3953051826099488,-0.0916463909589489,0.5115250013531623,0.9473415696051768,0.9531936304262152,1.1542029124515716,0.8578832812368439,-0.5359591434337725,0.6953667519150543,0,1,0.183841750561892,0.036228293313570054,0.5359591434337725
20/01/2026,00-10-03-344,victor,img_victor_artificial_00-10-03-344.jpg,artificial,-0.3850791378617058,-0.1426233204790119,0.5089638468362191,1.0000790538928348,0.8970421801161893,1.1270294143527215,0.904560993019912,-0.5309333420282459,0.706982252690079,0,1,0.19801840585385988,0.05492126528903167,0.5309333420282459
20/01/2026,00-10-05-020,victor,img_victor_artificial_00-10-05-020.jpg,artificial,-0.4162628879058354,-0.1397812535552149,0.5092579585563181,0.9819267538264518,0.9782844588705748,1.1528829638824676,0.8902170997559321,-0.5400569183334968,0.6953667519150543,0,1,0.1861087933587362,0.058185748279991574,0.5400569183334968
20/01/2026,00-10-05-195,victor,img_victor_artificial_00-10-05-195.jpg,artificial,-0.4273376037032962,-0.0785069564690299,0.5026710621313145,0.8749800725386407,1.03731665972815,1.183358063803361,0.7989351960278391,-0.552131993751941,0.6489047488149554,0,1,0.1462336866836409,0.03354897465151423,0.552131993751941
20/01/2026,00-10-05-363,victor,img_victor_artificial_00-10-05-363.jpg,artificial,-0.430591439204812,-0.0182934391942923,0.4928496485850206,0.7713811330989384,1.09389221426914,1.2140890320974629,0.7134711580043727,-0.550899066396989,0.625673747264906,0,1,0.13282409867988537,0.007876998310676038,0.550899066396989
20/01/2026,00-10-05-535,victor,img_victor_artificial_00-10-05-535.jpg,artificial,-0.4451585823084606,0.002884419000475,0.4787227755841635,0.7361917643256546,1.091753896778396,1.2201909967507416,0.6915912091374969,-0.537269635162015,0.625673747264906,0,1,0.1469509716807425,-0.001284023873035038,0.537269635162015
20/01/2026,00-10-05-702,victor,img_victor_artificial_00-10-05-702.jpg,artificial,-0.447584345186561,0.0728036174331411,0.4357630876776236,0.6888187514258513,1.0866561238177996,1.2249561702819456,0.6487303251278881,-0.5148843032368589,0.6024427457148566,0,1,0.16667965803723295,-0.032585759436025354,0.5148843032368589
20/01/2026,00-10-05-873,victor,img_victor_artificial_00-10-05-873.jpg,artificial,-0.4575528698469616,0.0934995928122878,0.4210482285031669,0.6673560552872705,1.0966333513080404,1.2312676286077922,0.6232331740591058,-0.5068149986021613,0.5908272449398319,0,1,0.16977901643666493,-0.04278100702078463,0.5068149986021613
20/01/2026,00-10-06-044,victor,img_victor_artificial_00-10-06-044.jpg,artificial,-0.5184782017718796,0.1728366179476687,0.3948534622643073,0.6305253327355445,1.2074874797915855,1.3155566463888748,0.5679430158435939,-0.4488140132569591,0.625673747264906,0,1,0.2308202850005987,-0.08961201887384064,0.4488140132569591
20/01/2026,00-10-06-214,victor,img_victor_artificial_00-10-06-214.jpg,artificial,-0.5071145910642616,0.2118198589723045,0.3718233579059249,0.5840859050033095,1.209188909767814,1.3117970655579738,0.5101678369591174,-0.4476337251962714,0.5792117441648071,0,1,0.20738838625888223,-0.10741694116202975,0.4476337251962714
20/01/2026,00-10-06-385,victor,img_victor_artificial_00-10-06-385.jpg,artificial,-0.5217114786128929,0.316753762306773,0.3091944469977998,0.527974357661089,1.2077148217168086,1.3269737054638415,0.4574042090554238,-0.4058605649246596,0.5095187395146589,0,1,0.20032429251685907,-0.16525407368926337,0.4058605649246596
20/01/2026,00-10-06-555,victor,img_victor_artificial_00-10-06-555.jpg,artificial,-0.5395814083033157,0.3602536306481004,0.2964317185283547,0.5261530619262091,1.253662955874468,1.3486448799391473,0.4545037885602685,-0.3855801026187985,0.5095187395146589,0,1,0.21308702098630417,-0.19438616137148454,0.3855801026187985
20/01/2026,00-10-06-723,victor,img_victor_artificial_00-10-06-723.jpg,artificial,-0.5591656598756076,0.4089715421653675,0.278915966712169,0.524763150347647,1.2745927001945878,1.369977126875908,0.4484824304285884,-0.3686680078417251,0.5095187395146589,0,1,0.23060277280248986,-0.22868284224524263,0.3686680078417251
20/01/2026,00-10-06-891,victor,img_victor_artificial_00-10-06-891.jpg,artificial,-0.5774430646031091,0.4745161313647819,0.2466918014640981,0.5312383689284084,1.3062100215265426,1.3876975690800923,0.4499524446545846,-0.3490617716816059,0.4862877379646095,0,1,0.2395959365005114,-0.27400604909889115,0.3490617716816059
20/01/2026,00-10-07-051,victor,img_victor_artificial_00-10-07-051.jpg,artificial,-0.5757051618978785,0.4823849563403841,0.2380393806725861,0.5385432854864972,1.303513250001169,1.389685913210235,0.4521196340517195,-0.347047968959387,0.4862877379646095,0,1,0.2482483572920234,-0.27771150938704187,0.347047968959387
20/01/2026,00-10-08-860,victor,img_victor_artificial_00-10-08-860.jpg,artificial,-0.4142114358039643,0.2687581745576711,0.393266959386392,0.6318513086121009,1.373479419394844,1.407852913788042,0.5281673861430588,-0.412130085958598,0.625673747264906,0,1,0.232406787878514,-0.11132270936758541,0.412130085958598
20/01/2026,00-10-09-031,victor,img_victor_artificial_00-10-09-031.jpg,artificial,-0.4079080391510333,0.2744304457619063,0.3945859837198036,0.6326833956019154,1.3673441952451464,1.4045087441437678,0.529209067268331,-0.4112326630108873,0.625673747264906,0,1,0.2310877635451024,-0.11194238501408318,0.4112326630108873
20/01/2026,00-10-10-053,victor,img_victor_artificial_00-10-10-053.jpg,artificial,-0.4093471056209126,0.2379461447019619,0.3993223786324872,0.6040734256605023,1.3353887435304672,1.4011318122731655,0.4849547373053587,-0.4164011538148588,0.6140582464898813,0,1,0.21473586785739407,-0.09740256562740295,0.4164011538148588
20/01/2026,00-10-10-227,victor,img_victor_artificial_00-10-10-227.jpg,artificial,-0.4033447720601772,0.1848758293369783,0.4229754066709847,0.5847918564336073,1.2495873442932248,1.3726262528102666,0.464316944952997,-0.4330075986767943,0.6140582464898813,0,1,0.19108283981889657,-0.07456869924335974,0.4330075986767943
20/01/2026,00-10-10-399,victor,img_victor_artificial_00-10-10-399.jpg,artificial,-0.3881121168826967,0.1549547210681474,0.4300962715741714,0.5865833269253191,1.2326018695821088,1.3568327832418396,0.4692386414448823,-0.4411036363721195,0.6140582464898813,0,1,0.18396197491570987,-0.060139804814726486,0.4411036363721195
20/01/2026,00-10-10-555,victor,img_victor_artificial_00-10-10-555.jpg,artificial,-0.3728626409829864,0.1378093089872999,0.4462901716299894,0.5677402189537389,1.203171241696324,1.3318044034476988,0.4589408352350091,-0.4612883456682123,0.6140582464898813,0,1,0.16776807485989187,-0.05138394290104504,0.4612883456682123
20/01/2026,00-10-10-726,victor,img_victor_artificial_00-10-10-726.jpg,artificial,-0.3731293070900084,0.1217256776284321,0.4523698118412692,0.5644995151398996,1.1912727618831929,1.3228829262111728,0.4578010539059178,-0.4678523079548947,0.6024427457148566,0,1,0.1500729338735874,-0.04541941774855861,0.4678523079548947
20/01/2026,00-10-10-897,victor,img_victor_artificial_00-10-10-897.jpg,artificial,-0.3942926785215223,0.1096641125705465,0.4668888667559521,0.5666428232960318,1.1393109700959496,1.337558557846142,0.4542111188398793,-0.4931264709770894,0.6140582464898813,0,1,0.14716937973392918,-0.04323975668312652,0.4931264709770894
20/01/2026,00-10-11-065,victor,img_victor_artificial_00-10-11-065.jpg,artificial,-0.3979776096487794,0.0860797318169905,0.474061436005227,0.5779076478679268,1.1238436982967406,1.3426875766654904,0.4638039512966885,-0.5112887653046799,0.6140582464898813,0,1,0.1399968104846543,-0.034257805907733856,0.5112887653046799
20/01/2026,00-10-11-216,victor,img_victor_artificial_00-10-11-216.jpg,artificial,-0.3966704844468835,0.0453527934311441,0.4805042522887608,0.5938452719235595,1.098782948166633,1.3592440369554764,0.4759141706816578,-0.5297922919636431,0.6024427457148566,0,1,0.12193849342609575,-0.017990114541351368,0.5297922919636431
20/01/2026,00-10-11-377,victor,img_victor_artificial_00-10-11-377.jpg,artificial,-0.3969262548614919,0.0018054003748663,0.4842708595276698,0.6238924681935403,1.092187024503631,1.353346259416976,0.5038516842675858,-0.5381641669210783,0.6024427457148566,0,1,0.11817188618718677,-0.0007166108093212141,0.5381641669210783
20/01/2026,00-10-11-534,victor,img_victor_artificial_00-10-11-534.jpg,artificial,-0.3969533747966229,-0.0010419676676791,0.4870948065738121,0.6260992760318428,1.099801349756706,1.3523550867106529,0.5047078176367866,-0.5369776022305012,0.6140582464898813,0,1,0.12696343991606918,0.00041361258211418476,0.5369776022305012
20/01/2026,00-10-11-702,victor,img_victor_artificial_00-10-11-702.jpg,artificial,-0.4218497933693361,0.0172058176178872,0.4815056755088984,0.6181101111662753,1.1454722621179931,1.381136817898292,0.4953475815584258,-0.5163433517303607,0.625673747264906,0,1,0.1441680717560076,-0.007258270606856199,0.5163433517303607
20/01/2026,00-10-11-861,victor,img_victor_artificial_00-10-11-861.jpg,artificial,-0.428058429310511,0.0298047974906092,0.4777367153762283,0.6147505547564477,1.1529514856095484,1.3875553302594548,0.4953412897961339,-0.5076228307692213,0.625673747264906,0,1,0.14793703188867768,-0.012758194799748034,0.5076228307692213
20/01/2026,00-10-14-442,victor,img_victor_artificial_00-10-14-442.jpg,artificial,-0.3867718671852524,0.1932941541953383,0.4241894405349021,0.6140295161754278,1.299582515633585,1.40642718014309,0.5341796160573539,-0.4381344984660879,0.6140582464898813,0,1,0.18986880595497918,-0.07476074093412509,0.4381344984660879
20/01/2026,00-10-14-597,victor,img_victor_artificial_00-10-14-597.jpg,artificial,-0.3835908419494626,0.1747291914830112,0.4381996376863274,0.5900638243802696,1.2577124995833582,1.3782285935120693,0.5182505499337225,-0.4374235867824161,0.625673747264906,0,1,0.18747410957857857,-0.06702451767411713,0.4374235867824161
