Fecha,Hora,Usuario,Archivo_Imagen,Etiqueta,mean_h,mean_s,mean_v,std_v,mean_a,mean_b,std_l,skew_v,v_95,Etiqueta_cod,Usuario_cod
20/01/2026,00-09-53-421,victor,img_victor_artificial_00-09-53-421.jpg,artificial,-0.9488885123198249,0.9672138223686946,-0.6851624004656203,0.6229086618973004,-0.7246709891947586,0.8222090838127303,0.6917313163416582,0.25065000438189183,0.010052206188596428,0,1
20/01/2026,00-10-02-011,victor,img_victor_artificial_00-10-02-011.jpg,artificial,-0.35906495644940506,-0.05776738587554626,0.5107118887227531,0.8874048962555853,1.0271223670700547,1.1418681649596087,0.8406403638655264,-0.525433065697733,0.7418287550151531,0,1
20/01/2026,00-10-02-166,victor,img_victor_artificial_00-10-02-166.jpg,artificial,-0.3707835122317741,-0.03249120682546627,0.5108658352002445,0.8675943061193852,1.0357881800588804,1.1531508296906698,0.8124872038741131,-0.5312686106336362,0.706982252690079,0,1
20/01/2026,00-10-02-338,victor,img_victor_artificial_00-10-02-338.jpg,artificial,-0.37586428494696383,-0.031176788870739575,0.5073470726948773,0.8549296036415758,1.038975478759186,1.1622640351671771,0.7932142797039968,-0.5353954587115203,0.6837512511400295,0,1
20/01/2026,00-10-02-508,victor,img_victor_artificial_00-10-02-508.jpg,artificial,-0.38362941429121783,-0.036067200665461506,0.5050083556133028,0.8492962207707955,1.0371249104747944,1.1790276819306895,0.7918108826738879,-0.5347930006159977,0.6837512511400295,0,1
20/01/2026,00-10-02-663,victor,img_victor_artificial_00-10-02-663.jpg,artificial,-0.3852463907167811,-0.04122337274214261,0.5042652168570066,0.8525484289531046,1.0375728267045408,1.1774374449943934,0.7930999869996725,-0.5357633207977929,0.6837512511400295,0,1
20/01/2026,00-10-02-834,victor,img_victor_artificial_00-10-02-834.jpg,artificial,-0.3774922365955419,-0.03884613608414073,0.502850554312495,0.8529785167486349,1.0169185496124518,1.1725834443002625,0.7786933266042754,-0.5429555021786008,0.6489047488149554,0,1
20/01/2026,00-10-03-003,victor,img_victor_artificial_00-10-03-003.jpg,artificial,-0.387104344865063,-0.047749272348201185,0.5072782851537533,0.894798516841604,0.9941121691355804,1.173340667024228,0.8117632356909812,-0.5397045419943567,0.6721357503650048,0,1
20/01/2026,00-10-03-174,victor,img_victor_artificial_00-10-03-174.jpg,artificial,-0.3953051826099488,-0.09164639095894893,0.5115250013531623,0.9473415696051767,0.9531936304262152,1.1542029124515716,0.8578832812368439,-0.5359591434337725,0.6953667519150543,0,1
20/01/2026,00-10-03-344,victor,img_victor_artificial_00-10-03-344.jpg,artificial,-0.3850791378617058,-0.14262332047901194,0.5089638468362191,1.0000790538928348,0.8970421801161893,1.1270294143527215,0.9045609930199121,-0.5309333420282459,0.706982252690079,0,1
20/01/2026,00-10-05-020,victor,img_victor_artificial_00-10-05-020.jpg,artificial,-0.4162628879058354,-0.1397812535552149,0.5092579585563181,0.9819267538264518,0.9782844588705747,1.1528829638824676,0.8902170997559321,-0.5400569183334968,0.6953667519150543,0,1
20/01/2026,00-10-05-195,victor,img_victor_artificial_00-10-05-195.jpg,artificial,-0.4273376037032962,-0.07850695646902994,0.5026710621313145,0.8749800725386407,1.03731665972815,1.183358063803361,0.7989351960278391,-0.552131993751941,0.6489047488149554,0,1
20/01/2026,00-10-05-363,victor,img_victor_artificial_00-10-05-363.jpg,artificial,-0.430591439204812,-0.018293439194292334,0.49284964858502067,0.7713811330989384,1.09389221426914,1.2140890320974629,0.7134711580043727,-0.550899066396989,0.625673747264906,0,1
20/01/2026,00-10-05-535,victor,img_victor_artificial_00-10-05-535.jpg,artificial,-0.4451585823084606,0.002884419000475089,0.4787227755841635,0.7361917643256546,1.091753896778396,1.2201909967507416,0.6915912091374969,-0.537269635162015,0.625673747264906,0,1
20/01/2026,00-10-05-702,victor,img_victor_artificial_00-10-05-702.jpg,artificial,-0.44758434518656104,0.07280361743314114,0.4357630876776236,0.6888187514258513,1.0866561238177996,1.2249561702819456,0.6487303251278881,-0.5148843032368589,0.6024427457148566,0,1
20/01/2026,00-10-05-873,victor,img_victor_artificial_00-10-05-873.jpg,artificial,-0.45755286984696164,0.09349959281228785,0.4210482285031669,0.6673560552872705,1.0966333513080404,1.2312676286077922,0.6232331740591058,-0.5068149986021613,0.5908272449398319,0,1
20/01/2026,00-10-06-044,victor,img_victor_artificial_00-10-06-044.jpg,artificial,-0.5184782017718796,0.1728366179476687,0.39485346226430734,0.6305253327355445,1.2074874797915855,1.3155566463888748,0.5679430158435939,-0.4488140132569591,0.625673747264906,0,1
20/01/2026,00-10-06-214,victor,img_victor_artificial_00-10-06-214.jpg,artificial,-0.5071145910642616,0.21181985897230454,0.3718233579059249,0.5840859050033095,1.209188909767814,1.3117970655579738,0.5101678369591174,-0.4476337251962714,0.5792117441648071,0,1
20/01/2026,00-10-06-385,victor,img_victor_artificial_00-10-06-385.jpg,artificial,-0.5217114786128929,0.31675376230677305,0.30919444699779985,0.527974357661089,1.2077148217168086,1.3269737054638415,0.45740420905542384,-0.4058605649246596,0.5095187395146589,0,1
20/01/2026,00-10-06-555,victor,img_victor_artificial_00-10-06-555.jpg,artificial,-0.5395814083033157,0.3602536306481004,0.29643171852835476,0.5261530619262091,1.253662955874468,1.3486448799391473,0.4545037885602685,-0.38558010261879855,0.5095187395146589,0,1
20/01/2026,00-10-06-723,victor,img_victor_artificial_00-10-06-723.jpg,artificial,-0.5591656598756076,0.4089715421653675,0.278915966712169,0.524763150347647,1.2745927001945878,1.369977126875908,0.4484824304285884,-0.3686680078417251,0.5095187395146589,0,1
20/01/2026,00-10-06-891,victor,img_victor_artificial_00-10-06-891.jpg,artificial,-0.5774430646031091,0.4745161313647819,0.2466918014640981,0.5312383689284084,1.3062100215265426,1.3876975690800923,0.44995244465458467,-0.34906177168160596,0.4862877379646095,0,1
20/01/2026,00-10-07-051,victor,img_victor_artificial_00-10-07-051.jpg,artificial,-0.5757051618978785,0.4823849563403841,0.2380393806725861,0.5385432854864972,1.303513250001169,1.389685913210235,0.45211963405171957,-0.34704796895938705,0.4862877379646095,0,1
20/01/2026,00-10-08-860,victor,img_victor_artificial_00-10-08-860.jpg,artificial,-0.41421143580396436,0.2687581745576711,0.39326695938639206,0.6318513086121009,1.373479419394844,1.407852913788042,0.5281673861430588,-0.412130085958598,0.625673747264906,0,1
20/01/2026,00-10-09-031,victor,img_victor_artificial_00-10-09-031.jpg,artificial,-0.40790803915103335,0.2744304457619063,0.39458598371980363,0.6326833956019154,1.3673441952451464,1.4045087441437678,0.529209067268331,-0.4112326630108873,0.625673747264906,0,1
20/01/2026,00-10-10-053,victor,img_victor_artificial_00-10-10-053.jpg,artificial,-0.40934710562091264,0.23794614470196193,0.39932237863248726,0.6040734256605023,1.3353887435304672,1.4011318122731655,0.48495473730535876,-0.41640115381485887,0.6140582464898813,0,1
20/01/2026,00-10-10-227,victor,img_victor_artificial_00-10-10-227.jpg,artificial,-0.4033447720601772,0.18487582933697835,0.4229754066709847,0.5847918564336073,1.2495873442932248,1.3726262528102666,0.464316944952997,-0.43300759867679434,0.6140582464898813,0,1
20/01/2026,00-10-10-399,victor,img_victor_artificial_00-10-10-399.jpg,artificial,-0.38811211688269676,0.15495472106814742,0.4300962715741714,0.5865833269253191,1.2326018695821088,1.3568327832418396,0.46923864144488237,-0.4411036363721195,0.6140582464898813,0,1
20/01/2026,00-10-10-555,victor,img_victor_artificial_00-10-10-555.jpg,artificial,-0.3728626409829864,0.13780930898729998,0.44629017162998946,0.5677402189537389,1.203171241696324,1.3318044034476988,0.45894083523500917,-0.4612883456682123,0.6140582464898813,0,1
20/01/2026,00-10-10-726,victor,img_victor_artificial_00-10-10-726.jpg,artificial,-0.37312930709000847,0.12172567762843214,0.4523698118412692,0.5644995151398996,1.1912727618831929,1.3228829262111728,0.4578010539059178,-0.4678523079548947,0.6024427457148566,0,1
20/01/2026,00-10-10-897,victor,img_victor_artificial_00-10-10-897.jpg,artificial,-0.39429267852152233,0.10966411257054651,0.46688886675595215,0.5666428232960318,1.1393109700959496,1.337558557846142,0.45421111883987936,-0.49312647097708945,0.6140582464898813,0,1
20/01/2026,00-10-11-065,victor,img_victor_artificial_00-10-11-065.jpg,artificial,-0.3979776096487794,0.08607973181699054,0.474061436005227,0.5779076478679268,1.1238436982967406,1.3426875766654904,0.4638039512966885,-0.5112887653046799,0.6140582464898813,0,1
20/01/2026,00-10-11-216,victor,img_victor_artificial_00-10-11-216.jpg,artificial,-0.3966704844468835,0.04535279343114413,0.4805042522887608,0.5938452719235595,1.098782948166633,1.3592440369554764,0.4759141706816578,-0.5297922919636431,0.6024427457148566,0,1
20/01/2026,00-10-11-377,victor,img_victor_artificial_00-10-11-377.jpg,artificial,-0.39692625486149197,0.0018054003748663673,0.48427085952766985,0.6238924681935403,1.092187024503631,1.353346259416976,0.5038516842675858,-0.5381641669210783,0.6024427457148566,0,1
20/01/2026,00-10-11-534,victor,img_victor_artificial_00-10-11-534.jpg,artificial,-0.39695337479662296,-0.001041967667679102,0.4870948065738121,0.6260992760318428,1.099801349756706,1.3523550867106529,0.5047078176367866,-0.5369776022305012,0.6140582464898813,0,1
20/01/2026,00-10-11-702,victor,img_victor_artificial_00-10-11-702.jpg,artificial,-0.4218497933693361,0.01720581761788721,0.4815056755088984,0.6181101111662753,1.1454722621179931,1.381136817898292,0.4953475815584258,-0.5163433517303607,0.625673747264906,0,1
20/01/2026,00-10-11-861,victor,img_victor_artificial_00-10-11-861.jpg,artificial,-0.428058429310511,0.029804797490609252,0.4777367153762283,0.6147505547564477,1.1529514856095484,1.3875553302594548,0.4953412897961339,-0.5076228307692213,0.625673747264906,0,1
20/01/2026,00-10-14-442,victor,img_victor_artificial_00-10-14-442.jpg,artificial,-0.38677186718525247,0.19329415419533832,0.4241894405349021,0.6140295161754278,1.299582515633585,1.4064271801430899,0.5341796160573539,-0.4381344984660879,0.6140582464898813,0,1
20/01/2026,00-10-14-597,victor,img_victor_artificial_00-10-14-597.jpg,artificial,-0.3835908419494626,0.17472919148301125,0.4381996376863274,0.5900638243802696,1.2577124995833582,1.3782285935120693,0.5182505499337225,-0.43742358678241616,0.625673747264906,0,1
20/01/2026,00-10-14-752,victor,img_victor_artificial_00-10-14-752.jpg,artificial,-0.37418845587624844,0.12819485897094068,0.46336527982976417,0.5774150075923314,1.2186833803142962,1.3386648597844133,0.5126088670994448,-0.4534197467925673,0.6372892480399307,0,1
20/01/2026,00-10-14-906,victor,img_victor_artificial_00-10-14-906.jpg,artificial,-0.3699423568244028,0.10889155792191602,0.4819701051017318,0.5541755219648188,1.1650081272251211,1.3171258878139327,0.5013037347939592,-0.48099156050770764,0.625673747264906,0,1
20/01/2026,00-10-15-062,victor,img_victor_artificial_00-10-15-062.jpg,artificial,-0.35800616555087217,0.09839423067370515,0.5044192621955808,0.5356920997645186,1.1672351757429125,1.2966924102620623,0.4892672364430229,-0.4976808413794066,0.6372892480399307,0,1
20/01/2026,00-10-15-218,victor,img_victor_artificial_00-10-15-218.jpg,artificial,-0.3773489224515356,0.10048468792854838,0.5223996808711977,0.5191991815567354,1.1923751321005587,1.3059479699191558,0.4751928461738923,-0.5066715821336542,0.6372892480399307,0,1
20/01/2026,00-10-15-389,victor,img_victor_artificial_00-10-15-389.jpg,artificial,-0.3878322089305153,0.11534976631931912,0.5318580962951868,0.5043713433117756,1.194276081561329,1.315952100303828,0.46087956107421646,-0.5227129286811748,0.625673747264906,0,1
20/01/2026,00-10-15-560,victor,img_victor_artificial_00-10-15-560.jpg,artificial,-0.3907004800756809,0.12167626230469748,0.5223348675455852,0.49777908387874403,1.1792863030008758,1.3215016061476805,0.4477765571510966,-0.5207507513478826,0.6140582464898813,0,1
20/01/2026,00-10-15-714,victor,img_victor_artificial_00-10-15-714.jpg,artificial,-0.39436544902194726,0.13277165213190825,0.5168835488295183,0.5046811544205907,1.1602249233010846,1.3326437624573841,0.4426495322805082,-0.5148464563918924,0.6140582464898813,0,1
20/01/2026,00-10-15-873,victor,img_victor_artificial_00-10-15-873.jpg,artificial,-0.42057352604084436,0.14183934550178748,0.5045082173975115,0.5155507891524758,1.1546524142805399,1.3505372445893475,0.4433203574005731,-0.500176635172572,0.6140582464898813,0,1
20/01/2026,00-10-16-045,victor,img_victor_artificial_00-10-16-045.jpg,artificial,-0.4676474505108299,0.12555201031402177,0.4878254097448612,0.5453592236591754,1.1479228927717344,1.3923248874688297,0.46378747295468103,-0.4697310842281712,0.6372892480399307,0,1
20/01/2026,00-10-16-829,victor,img_victor_artificial_00-10-16-829.jpg,artificial,-0.4765438231316359,0.14307168879278662,0.44917353418664546,0.5213022316671223,1.118906092359538,1.4021755891175354,0.4608321490319083,-0.44393388164184333,0.5908272449398319,0,1
20/01/2026,00-10-16-985,victor,img_victor_artificial_00-10-16-985.jpg,artificial,-0.47720826154234647,0.15509188288196374,0.4577914326881882,0.5227779604792476,1.1063428818014243,1.4015279583478313,0.4700494431446689,-0.44790572794499484,0.6140582464898813,0,1
20/01/2026,00-10-17-139,victor,img_victor_artificial_00-10-17-139.jpg,artificial,-0.47424622381794485,0.14824724887720395,0.48057181395246285,0.5188698769901701,1.1236617244955103,1.3948210461070318,0.47806322195888495,-0.4615900905480266,0.6372892480399307,0,1
20/01/2026,00-10-17-295,victor,img_victor_artificial_00-10-17-295.jpg,artificial,-0.4268863073047593,0.0618563252940917,0.540503656127581,0.5356591887941126,1.1029345074913588,1.3631603919609439,0.5107123808501849,-0.49686312551283857,0.6721357503650048,0,1
20/01/2026,00-10-17-452,victor,img_victor_artificial_00-10-17-452.jpg,artificial,-0.39231276419575195,-0.027784554790498243,0.5569323314818495,0.5688594926737444,1.0466178771055605,1.3269576704305357,0.5386375950900658,-0.5106470842730325,0.6837512511400295,0,1
20/01/2026,00-10-17-620,victor,img_victor_artificial_00-10-17-620.jpg,artificial,-0.37099959687620526,-0.11068904749096127,0.5703867514003167,0.6153096426904051,0.9900866880780974,1.3003757381647878,0.5630597949804412,-0.5178578292961855,0.7185977534651037,0,1
